Sequential,Parallel,SharedMemoryAndTilling
81.445564,40.281345
81.380768,39.764606
81.458977,39.771137
81.873985,39.776512
81.458176,39.783710
81.404930,39.785568
81.441696,39.781281
81.453056,39.771839
81.408928,39.784607
81.861603,39.807423
81.446144,39.824097
81.413025,39.791553
81.538017,39.803391
81.615234,39.956577
81.594368,40.130753
81.583107,39.792545
82.129921,39.792641
81.568130,39.794689
81.578659,39.789471
81.564835,39.799618
81.574432,39.801601
81.442818,39.804768
81.987427,39.792736
81.539299,39.801346
81.519073,39.807999
81.626945,39.784161
81.604767,39.796288
81.583107,40.269024
81.782013,39.772610
81.901054,39.783455
81.666206,39.783394
81.467361,39.784641
81.596802,39.811104
81.648575,39.797440
81.634941,39.796703
82.058014,39.821568
81.649155,39.801567
81.580673,39.786720
81.575424,39.803905
81.572861,39.794209
81.643997,39.955936
81.653763,40.117313
82.032227,39.778049
81.535484,39.776257
81.622589,39.810818
81.641342,39.804031
81.559395,39.790112
81.563484,39.794144
82.076225,39.805824
81.681412,39.811073
81.583389,39.789055
81.638756,39.792130
81.653534,39.781345
81.699074,39.942142
81.499680,40.113216
81.990623,39.784672
81.606880,39.788639
81.627487,39.811073
81.634300,39.793728
81.669731,39.790462
81.589249,39.775230
82.152863,39.786495
81.652962,39.789600
81.598595,39.786335
81.534973,39.802879
81.577469,39.783424
81.668991,39.960575
81.862625,40.128258
81.950462,39.783295
81.612289,39.788609
81.597282,39.793087
81.582016,39.780289
81.565056,39.795521
81.594467,39.782433
82.081825,39.780575
81.654785,39.798111
82.039841,39.819008
81.951424,39.815392
82.055168,39.794689
81.985565,39.789215
82.503677,40.276608
82.001953,39.791199
82.034691,39.803391
81.998428,39.820385
82.198524,39.779457
82.024033,39.795872
82.015617,39.815647
82.542595,39.800831
82.008766,39.808575
81.969185,39.809025
81.975395,39.819424
82.076157,39.798046
82.017952,39.801186
82.484222,39.940159
82.107903,40.117184
82.057022,39.792385
81.995903,39.797890
81.971710,39.800640
82.106499,39.794720
82.050140,39.793633
