Sequential,Parallel,SharedMemoryAndTilling
1.000480,1.018976
0.982592,1.013792
0.980928,1.016416
0.980032,1.013024
0.978720,1.012224
0.980896,1.017856
0.993024,1.012448
0.978944,1.009888
0.979424,1.020544
0.978944,1.012768
0.980672,1.059264
0.972928,1.000320
0.979072,1.015808
0.990144,1.019072
0.981216,1.012608
0.982112,1.010528
0.987168,1.029376
0.985088,1.008960
0.966560,1.017472
0.982272,1.012096
0.967328,1.014912
0.965888,1.007616
0.974752,1.014560
0.965568,1.016416
0.973536,1.020384
0.971296,1.005856
0.971072,1.016224
0.947552,0.994336
0.984160,1.000512
0.987968,1.019840
0.991968,1.009664
0.990112,1.011072
0.983616,1.013312
0.976448,1.011808
0.944128,1.011712
0.964608,1.028096
0.964736,1.008384
0.964864,1.011232
0.986624,1.020224
0.983040,1.006784
0.970528,1.012768
0.974848,1.011968
0.945312,1.012960
0.908992,1.012672
0.910496,1.015136
0.935232,1.007296
0.977184,1.014304
0.942112,1.015136
0.934304,1.032768
0.973600,1.009184
0.978752,1.019488
0.979328,1.013056
0.979808,1.024032
0.970816,1.012544
0.976896,0.999104
0.960768,1.015808
0.971456,0.994080
0.966208,0.999936
0.968800,1.002688
0.965312,0.999648
0.950688,0.997024
0.971200,1.015488
0.968000,1.018176
0.966304,0.994496
0.959232,1.001376
0.964192,0.999872
0.967008,1.001920
0.969536,0.997696
0.966656,1.016544
0.964832,0.991648
0.965472,0.978464
0.964672,0.993792
0.967648,1.003552
0.967424,0.993600
0.965696,1.006848
0.973792,1.001056
0.960960,0.991808
0.978496,1.001728
0.990144,1.000448
0.964608,0.999744
0.962816,1.010912
0.968800,0.999712
0.977312,0.997344
0.964448,1.000416
0.980768,1.000704
0.979072,1.000768
0.968256,0.992096
0.962720,1.020000
0.964864,0.996544
0.960512,1.004352
0.972640,1.001184
0.999744,0.996704
0.972000,0.996672
0.982432,1.013568
0.968704,1.002016
0.964960,1.003200
0.956480,1.005568
0.972992,0.991136
0.968800,1.002112
0.968864,0.997984
