Sequential,Parallel,SharedMemoryAndTilling
2.112416,2.401280
2.062592,2.400448
2.057216,2.401280
2.057152,2.400352
2.058240,2.450432
2.060288,2.468864
2.063360,2.452672
2.061440,2.452576
2.060288,2.459872
2.061312,2.453504
2.079744,2.467840
2.062336,2.455520
2.057216,2.462592
2.056256,2.457600
2.059200,2.455328
2.056192,2.454528
2.084864,2.455552
2.058112,2.464896
2.073600,2.459648
2.084064,2.452608
2.056416,2.455552
2.063296,2.454528
2.061312,2.460800
2.061216,2.473984
2.058240,2.458624
2.056128,2.462720
2.057216,2.457600
2.083840,2.459648
2.066432,2.448160
2.077696,2.408448
2.062432,2.408320
2.061440,2.407424
2.056192,2.409472
2.061312,1.982464
2.061312,1.900704
2.058272,1.903616
2.062336,1.927168
2.084032,1.903616
2.058240,1.912832
2.057312,1.904640
2.057216,1.915808
2.060480,1.916096
2.055168,1.932256
2.057216,1.922048
2.057216,1.917952
2.062240,1.917952
2.056192,1.936384
2.057216,1.915904
2.062336,1.940480
2.061312,1.937408
2.055168,1.936256
2.059104,1.911808
2.058240,1.903488
2.055168,1.900544
2.054144,1.913952
2.061312,1.916672
2.060384,1.902368
2.056320,1.914880
2.057216,1.917120
2.085824,1.907456
2.064160,1.912992
2.061312,1.917920
2.056192,1.895424
2.053120,1.895424
2.055168,1.895296
2.062336,1.894528
2.062336,1.894400
2.057216,1.896192
2.058272,1.896448
2.055168,1.908800
2.061312,1.894400
2.062176,1.894624
2.056192,1.894400
2.058432,1.895232
2.058240,1.893536
2.063360,2.071648
2.084864,2.275360
2.057024,1.895200
2.056192,1.894400
2.056128,1.895392
2.056192,1.894400
2.057312,1.894400
2.060096,1.894400
2.055232,1.895392
2.055360,1.894400
2.055168,1.893440
2.056064,1.894400
2.055168,1.894528
2.056192,1.894528
2.074432,1.894336
2.056192,1.894400
2.061312,1.894240
2.056224,1.903616
2.061120,1.897472
2.061312,1.896448
2.060288,1.896448
2.074656,1.895424
2.060288,1.905664
2.057216,1.916928
2.061312,1.898496
